id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,tz_timezone
9557,Achinsk Airport,Achinsk,Russia,ACS,UNKS,56.268299102783,90.57080078125,314,+07:00,+07
9558,Adado Airport,Adado,Somalia,AAD,,6.095802,46.6375,305,+03:00,EAT
9559,Adam Airport,Adam,Oman,AOM,,22.4919444444,57.3838888889,327,+04:00,+04
9560,Adampur Airport,Adampur,India,AIP,VIAX,31.4338,75.758797,236,+05:30,IST
9561,Ada Regional Airport,Ada,United States,ADT,KADH,34.804298,-96.671303,309,-05:00,CDT
9562,Adareil Airport,Ban Donige,South Sudan,AEE,,10.0536111111,32.9594444444,396,+03:00,EAT
9563,Addington Field,Elizabethtown,United States,EKX,KEKX,37.686000824,-85.9250030518,236,-04:00,EDT
9564,Aek Godang Airport,Padangsidempuan,Indonesia,AEG,WIME,1.4001,99.430496,281,+07:00,WIB
9565,Aeroclube de Bento Gonçalves Airport,Bento Gonçalves,Brazil,BGV,SSBG,-29.1483325958,-51.5363883972,673,-03:00,-03
9566,Aerodromo de Chaves,Chaves,Portugal,CHV,LPCH,41.722356,-7.463064,359,+01:00,WEST
9567,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,LPVZ,40.725498,-7.88899,627,+01:00,WEST
9568,Afore Airstrip,Afore,Papua New Guinea,AFR,AYAF,-9.14222222222,148.390833333,761,+10:00,+10
9569,Afton Municipal Airport,Afton,United States,AFO,KAFO,42.7112007141,-110.942001343,1896,-05:00,CDT
9570,Agaun Airport,Agaun,Papua New Guinea,AUP,AYAG,-9.930833,149.385667,975,+10:00,+10
9571,Aghajari Airport,Aghajari,Iran,AKW,OIAG,30.7444,49.6772,26,+04:30,+0430
9572,Agnew Airport,Agnew,Australia,AGW,,-12.145600318909,142.1490020752,0,+08:00,AWST
9573,Agostinho Neto Airport,Ponta do Sol,Cabo Verde,NTO,GVAN,17.202800750732,-25.090599060059,9,-01:00,-01
9574,Agropecuária Castanhais Airport,Itambacuri,Brazil,ITI,SNYH,-8.6999998092651,-51.174167633057,334,-03:00,-03
9575,Aguaclara Airport,Aguaclara,Colombia,ACL,,4.753611,-73.002778,332,-05:00,-05
9576,Ahmed Al Jaber Air Base,Jaber Al Ali,Kuwait,XIJ,OKAJ,28.9347991943,47.7919006348,124,+03:00,+03
9577,Ai-Ais Airport,Ai-Ais,Namibia,AIW,FYAA,-27.995,17.5966,609,+02:00,CAT
9578,Aiambak Airport,Aiambak,Papua New Guinea,AIH,AYAK,-7.34277777778,141.2675,27,+10:00,+10
9579,Ainsworth Regional Airport,Ainsworth,United States,ANW,KANW,42.579201,-99.992995,789,-05:00,CDT
9580,Aioun el Atrouss Airport,Aioun,Mauritania,AEO,GQNA,16.71129989624,-9.6378803253174,289,+00:00,GMT
9581,Aishalton Airport,Aishalton,Guyana,AHL,SYAH,2.4865300655365,-59.313400268555,178,-04:00,-04
9582,Aiyura Airport,Aiyura,Papua New Guinea,AYU,AYAY,-6.33805555556,145.904166667,1632,+10:00,+10
9583,AJ Eisenberg Airport,Oak Harbor,United States,ODW,KOKH,48.251499176,-122.674003601,58,-07:00,PDT
9584,Akiachak Airport,Akiachak,United States,KKI,Z13,60.904800415039,-161.42199707031,7,-08:00,AKDT
9585,Akieni Airport,Akiéni,Gabon,AKE,FOGA,-1.13967001438,13.9035997391,505,+01:00,WAT
9586,Akjoujt Airport,Akjoujt,Mauritania,AJJ,GQNJ,19.733016967773,-14.383249282837,122,+00:00,GMT
9587,Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI,4.8725,8.093,51,+01:00,WAT
9588,Álamos Airport,Alamos,Mexico,XAL,,27.035701,-108.947998,399,-07:00,MST
9589,Al Asad Air Base,Ālbū Ghannām,Iraq,IQA,ORAA,33.7855987549,42.4412002563,188,+03:00,+03
9590,Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWBL,44.895,82.3,381,+06:00,+06
9591,Albacete-Los Llanos Airport,Albacete,Spain,ABC,LEAB,38.9485015869,-1.86352002621,701,+02:00,CEST
9592,Al-Bayda Airport,Al Bayda,Yemen,BYD,OYBI,14.105974,45.441079,1865,+03:00,+03
9593,Alberni Valley Regional Airport,Port Alberni,Canada,YPB,CBS8,49.321899,-124.931,76,-07:00,PDT
9594,Albert-Bray Airport,Albert,France,BYF,LFAQ,49.9715003967,2.69765996933,110,+02:00,CEST
9595,Albert Lea Municipal Airport,Albert Lea,United States,AEL,KAEL,43.68149948,-93.36720276,384,-05:00,CDT
9596,Alberto Lleras Camargo Airport,Sogamoso,Colombia,SOX,SKSO,5.67732,-72.9703,2485,-05:00,-05
9597,Albertus Airport,Freeport,United States,FEP,KFEP,42.2462005615,-89.5820007324,261,-04:00,EDT
9598,Al-Bough Airport,Al Būq,Yemen,BUK,OYBQ,17.3467006683,44.6217002869,1158,+03:00,+03
9599,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,OMAM,24.2481994629,54.5476989746,23,+04:00,+04
9600,Alegrete Novo Airport,Alegrete,Brazil,ALQ,SSLT,-29.8127002716,-55.8933982849,139,-03:00,-03
9601,Alenquer Airport,Alenquer,Brazil,ALT,SDWQ,-1.917,-54.7231,16,-03:00,-03
9602,Alerta Airport,Alerta,Peru,ALD,SPAR,-11.682999610901,-69.333000183105,242,-05:00,-05
9603,Alert Bay Airport,Alert Bay,Canada,YAL,CYAL,50.58219909668,-126.91600036621,73,-07:00,PDT
9604,Alexandria Homestead Airport,Alexandria,Australia,AXL,YALX,-19.060199737549,136.71000671387,0,+09:30,ACST
9605,Alferez Armando Rodriguez Airport,Las Lomitas,Argentina,LLS,SATK,-24.7213993073,-60.5488014221,129,-03:00,-03
9606,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,AOP,SPAS,-2.79612994194,-76.4665985107,221,-05:00,-05
9607,Algona Municipal Airport,Algona,United States,AXG,KAXA,43.0778999329,-94.2720031738,371,-05:00,CDT
9608,Ali Air Base,Nasiriyah,Iraq,XNH,ORTL,30.935801,46.090099,6,+03:00,+03
9609,Alice Arm/Silver City Seaplane Base,Alice Arm,Canada,ZAA,CAC3,55.4667015076,-129.483001709,0,-07:00,PDT
9610,Ali-Sabieh Airport,Ali Sabieh,Djibouti,AII,HDAS,11.146889,42.72,704,+03:00,EAT
9611,Allah Valley Airport,Surallah,Philippines,AAV,RPMA,6.366819858551,124.75099945068,200,+08:00,PST
9612,Allen C Perkinson Blackstone Army Air Field,Blackstone,United States,BKT,KBKT,37.0741996765,-77.9574966431,133,-04:00,EDT
9613,Alligandi Airport,Ailigandí,Panama,AIL,,9.2226,-78.0236,16,-05:00,EST
9614,A L Mangham Jr. Regional Airport,Nacogdoches,United States,OCH,KOCH,31.57799911,-94.70950317,108,-05:00,CDT
9615,Along Airport,Along,India,IXV,VEAN,28.175300598145,94.802001953125,274,+05:30,IST
9616,Alowe Airport,Sangatanga,Gabon,AWE,FOGW,-0.545,9.444,182,+01:00,WAT
9617,Alpha Airport,Alpha,Australia,ABH,YAPH,-23.646099,146.584,382,+10:00,AEST
9618,Alpine Casparis Municipal Airport,Alpine,United States,ALE,,30.3841991425,-103.683998108,1376,-07:00,PDT
9619,Alroy Downs Airport,Alroy Downs,Australia,AYD,,-19.290800094604,136.07899475098,0,+09:30,ACST
9620,Al Taqaddum Air Base,Feluja,Iraq,TQD,ORAT,33.33810043335,43.597099304199,83,+03:00,+03
9621,Al Thaurah Airport,Ash Shamās,Syria,SOR,,34.3905,40.1524,389,+03:00,EEST
9622,Altiport L'Alpe d'Huez - Henri GIRAUD,L'Alpe-d'Huez,France,AHZ,LFHU,45.088299,6.08472,1859,+02:00,CEST
9623,Alto Molocue Airport,Alto Molocue,Mozambique,AME,,-15.6102777778,37.6813888889,594,+02:00,CAT
9624,Alton Downs Airport,Alton Downs,Australia,AWN,YADS,-26.488959,139.259906,0,+10:00,AEST
9625,Alto Palena Airport,Palena,Chile,WAP,SCAP,-43.6119003296,-71.806098938,241,-04:00,-04
9626,Alto Parnaíba Airport,Alto Parnaíba,Brazil,APY,SNAI,-9.083610534668,-45.95055770874,295,-03:00,-03
9627,Altus Quartz Mountain Regional Airport,Altus,United States,AXS,KAXS,34.697952,-99.3385,436,-05:00,CDT
9628,Al Udeid Air Base,Abū Nakhlah,Qatar,XJD,OTBH,25.1173000336,51.3149986267,39,+03:00,+03
9629,Alverca Air Base,Alverca,Portugal,AVR,LPAR,38.883301,-9.0301,3,+01:00,WEST
9630,Alxa Left Banner Bayanhot Airport,Zhoujiatian,China,AXF,ZBAL,38.74831,105.58858,1389,+08:00,CST
9631,Alxa Right Banner Badanjilin Airport,Ehen Hudag,China,RHT,ZBAR,39.225,101.546,1419,+08:00,CST
9632,Alzintan Airport,Zintan,Libya,ZIS,HLZN,31.774878,12.25006,633,+02:00,EET
9633,Ama Airport,Ama,Papua New Guinea,AMF,AYAA,-4.10111111111,141.67,44,+10:00,+10
9634,Amahai Airport,Amahai,Indonesia,AHI,WAPA,-3.34800004959,128.925994873,8,+09:00,WIT
9635,Amalfi Airport,Amalfi,Colombia,AFI,SKAM,6.91667,-75.0667,1678,-05:00,-05
9636,Amanab Airport,Amanab,Papua New Guinea,AMU,AYAM,-3.586,141.214333333,398,+10:00,+10
9637,Amata Airport,Amata,Australia,AMT,YAMT,-26.097363,131.202732,211,+09:30,ACST
9638,Amazon Bay Airport,Kulele,Papua New Guinea,AZB,,-10.2991666667,149.338333333,3,+10:00,+10
9639,Ambatolhy Airport,Ambatolahy,Madagascar,AHY,,-20.0158333333,45.535,103,+03:00,EAT
9640,Ambohibary Airport,Moramanga,Madagascar,OHB,FMFE,-18.9175,48.2181944444,902,+03:00,EAT
9641,Ambriz Airport,Ambriz,Angola,AZZ,FNAM,-7.8622198104858,13.116100311279,43,+01:00,WAT
9642,Amedee Army Air Field,Herlong,United States,AHC,KAHC,40.26620102,-120.1529999,1222,-07:00,PDT
9643,American River Airport,American River,Australia,RCN,,-35.7574,137.7759,118,+09:30,ACST
9644,Amery Municipal Airport,Amery,United States,AHH,KAHH,45.2811012268,-92.3753967285,331,-05:00,CDT
9645,Ames Municipal Airport,Ames,United States,AMW,KAMW,41.992001,-93.621803,291,-05:00,CDT
9646,Amgu Airport,Amgu,Russia,AEM,UHTG,45.84126,137.673568,3,+10:00,+10
9647,Ammaroo Airport,Ammaroo,Australia,AMX,YAMM,-21.738300323486,135.24200439453,0,+09:30,ACST
9648,Amos/Magny Airport,Amos,Canada,YEY,CYEY,48.563903,-78.249702,325,-04:00,EDT
9649,Ampanihy Airport,Ampanihy,Madagascar,AMP,FMSY,-24.699699401855,44.734199523926,234,+03:00,EAT
9650,Ampara Airport,Ampara,Sri Lanka,ADP,VCCG,7.33776,81.62594,45,+05:30,+0530
9651,Anápolis Airport,Anápolis,Brazil,APS,SWNS,-16.3623008728,-48.9271011353,1111,-03:00,-03
9652,Andakombe Airport,Andakombe,Papua New Guinea,ADC,AYAN,-7.13722222222,145.744722222,1097,+10:00,+10
9653,Andamooka Airport,Andamooka,Australia,ADO,YAMK,-30.438299,137.136993,23,+09:30,ACST
9654,Anderson Municipal Darlington Field,Anderson,United States,AID,KAID,40.1086006165,-85.6129989624,280,-04:00,EDT
9655,Andes Airport,Andes,Colombia,ADN,SKAN,5.69764,-75.88038,1188,-05:00,-05
9656,Andi Jemma Airport,Masamba,Indonesia,MXB,WAAM,-2.55803,120.323997,49,+08:00,WITA
9657,Andre Maggi Airport,Cotriguaçu,Brazil,OTT,,-9.898611,-58.581944,274,-04:00,-04
9658,Andrés Miguel Salazar Marcano Airport,Coche Island,Venezuela,ICC,SVIE,10.794432,-63.98159,3,-04:00,-04
9659,Andriamena Airport,Andriamena,Madagascar,WAD,,-17.631,47.7233,754,+03:00,EAT
9660,Andulo Airport,Andulo,Angola,ANL,,-11.4722995758,16.710899353,0,+01:00,WAT
9661,Anfa Airport,Casablanca,Morocco,CAS,GMMC,33.5532989502,-7.66138982773,60,+01:00,+01
9662,Angama Airport,Angama Mara,Kenya,ANA,HKOM,-1.27156,34.955513,1883,+03:00,EAT
9663,Angel Fire Airport,Angel Fire,United States,AXX,KAXX,36.422000885,-105.290000916,2554,-06:00,MDT
9664,Anggi Airport,Anggis,Indonesia,AGD,WASG,-1.3858,133.8737,2024,+07:00,WIB
9665,Anglesey Airport,Anglesey,United Kingdom,VLY,EGOV,53.2481002808,-4.53533983231,11,+01:00,BST
9666,Angoche Airport,Antonio Ennes,Mozambique,ANO,FQAG,-16.181869506836,39.945217132568,36,+02:00,CAT
9667,Angoram Airport,Angoram,Papua New Guinea,AGG,,-4.05583333333,144.073888889,22,+10:00,+10
9668,Anguganak Airport,Anguganak,Papua New Guinea,AKG,AYGU,-3.560504,142.217307,285,+10:00,+10
9669,Angus Downs Airport,Angas Downs,Australia,ANZ,,-25.0325,132.2748,525,+09:30,ACST
9670,Animas Air Park,Durango,United States,AMK,,37.2032012939,-107.869003296,2037,-06:00,MDT
9671,Ankaizina Airport,Bealanana,Madagascar,WBE,FMNB,-14.544277,48.691413,1120,+03:00,EAT
9672,Ankazoabo Airport,Ankazoabo,Madagascar,WAK,FMSZ,-22.2964423522,44.5315361023,430,+03:00,EAT
9673,Ann Airport,Ann,Myanmar,VBA,VYAN,19.769199,94.0261,22,+06:30,+0630
9674,Annanberg Airport,Annanberg,Papua New Guinea,AOB,,-4.90416666667,144.635833333,39,+10:00,+10
9675,Annobón Airport,San Antonio de Palé,Equatorial Guinea,NBN,FGAB,-1.410277,5.621944,24,+01:00,WAT
9676,Anshan Air Base,Anshan,China,AOG,ZYAS,41.105301,122.853996,0,+08:00,CST
9677,Anshun Huangguoshu Airport,Anshun,China,AVA,ZUAS,26.2605555556,105.873333333,1466,+08:00,CST
9678,Anthony Lagoon Airport,Anthony Lagoon,Australia,AYL,YANL,-18.018079031,135.535068512,0,+09:30,ACST
9679,Anthony Municipal Airport,Anthony,United States,ANY,KANY,37.158501,-98.079597,408,-05:00,CDT
9680,Antlers Municipal Airport,Antlers,United States,ATE,80F,34.1926002502,-95.6499023438,175,-05:00,CDT
9681,Antônio Guerreiro Airport,Guimarães,Brazil,GMS,SNYW,-2.109444,-44.651114,74,-03:00,-03
9682,Antrim County Airport,Bellaire,United States,ACB,KACB,44.988602,-85.198402,189,-05:00,CDT
9683,Antsoa Airport,Beroroha,Madagascar,WBO,FMSB,-21.6069837647,45.1360201836,249,+03:00,EAT
9684,Anyang Airport,Anyang,China,AYN,ZHAY,36.1339,114.344002,0,+08:00,CST
9685,Apalapsili Airport,Aas,Indonesia,AAS,,-3.8832,139.3108,944,+08:00,WITA
9686,A P Hill AAF (Fort A P Hill) Airport,Bowling Green,United States,APH,KAPH,38.068902,-77.318298,67,-05:00,CDT
9687,Apolo Airport,Apolo,Bolivia,APB,SLAP,-14.735600471497,-68.411903381348,1413,-04:00,-04
9688,Apple Valley Airport,Apple Valley,United States,APV,KAPV,34.5752983093,-117.185997009,933,-07:00,PDT
9689,April Point Seaplane Base,Quadra Island,Canada,YQJ,,50.065,-125.235,0,-07:00,PDT
9690,April River Airport,April River,Papua New Guinea,APR,AYPE,-4.67666666667,142.540138889,67,+10:00,+10
9691,Aragarças Airport,Aragarças,Brazil,ARS,SJVO,-15.8994,-52.2411,323,-03:00,-03
9692,Aragip Airport,Aragipa,Papua New Guinea,ARP,,-9.88333333333,149.483333333,533,+10:00,+10
9693,Arak Airport,Arāk,Iran,AJK,OIHR,34.13809967041,49.847301483154,1658,+04:30,+0430
9694,Aramac Airport,Aramac,Australia,AXC,YAMC,-22.96669960022,145.24200439453,70,+10:00,AEST
9695,Arandis Airport,Arandis,Namibia,ADI,FYAR,-22.462200164795,14.979999542236,580,+02:00,CAT
9696,Arapahoe Municipal Airport,Arapahoe,United States,AHF,,40.3395004272,-99.90650177,691,-06:00,MDT
9697,Arapiraca Airport,Arapiraca,Brazil,APQ,SNAL,-9.7753601074219,-36.629199981689,270,-03:00,-03
9698,Arapongas Airport,Arapongas,Brazil,APX,SSOG,-23.3529,-51.491699,792,-03:00,-03
9699,Ararat Airport,Ararat,Australia,ARY,YARA,-37.309398651123,142.98899841309,307,+10:00,AEST
9700,Arathusa Safari Lodge Airport,Varty,South Africa,ASS,FAAR,-24.744165,31.522499,392,+02:00,SAST
9701,Aratika Nord Airport,Aratika,French Polynesia,RKA,NTKK,-15.4853000641,-145.470001221,3,-10:00,-10
9702,Arawa Airport,Arawa,Papua New Guinea,RAW,,-6.22055555556,155.571388889,6,+11:00,+11
9703,Arboletes Airport,Arboletes,Colombia,ARO,,8.85705,-76.4244,3,-05:00,-05
9704,Ardmore Downtown Executive Airport,Ardmore,United States,AHD,,34.1469993591,-97.1227035522,257,-05:00,CDT
9705,Ar Horqin Airport,Chifeng,China,AEQ,,43.87042,120.15958,406,+08:00,CST
9706,Aribinda Airport,Aribinda,Burkina Faso,XAR,DFOY,14.2170000076,-0.883000016212,341,+00:00,GMT
9707,Arica Airport,Puerto Arica,Colombia,ACM,,-2.14543733597,-71.7580604553,96,-05:00,-05
9708,Aripuanã Airport,Aripuanã,Brazil,AIR,SSOU,-10.188278,-59.457273,189,-04:00,-04
9709,Arlit Airport,Arlit,Niger,RLT,DRZL,18.7903995514,7.36595010757,439,+01:00,WAT
9710,Arly Airport,Arly,Burkina Faso,ARL,DFER,11.59700012207,1.4830000400543,231,+00:00,GMT
9711,Armando Schwarck Airport,Los Pijiguaos,Venezuela,LPJ,SVAS,6.5780501365662,-66.816902160645,81,-04:00,-04
9712,Aroa Airport,Aroa,Papua New Guinea,AOA,,-9.0254,146.8,6,+10:00,+10
9713,Arrabury Airport,Arrabury,Australia,AAB,YARY,-26.693023,141.047771,101,+10:00,AEST
9714,Arraias Airport,Arraias,Brazil,AAI,SWRA,-13.025154,-46.884107,586,-03:00,-03
9715,Arso Airport,Arso,Indonesia,ARJ,WAJA,-2.9333329200745,140.7833404541,63,+09:00,WIT
9716,Artesia Municipal Airport,Artesia,United States,ATS,KATS,32.8525009155,-104.468002319,1079,-07:00,PDT
9717,Arthur N Neu Airport,Carroll,United States,CIN,KCIN,42.0461997986,-94.7890014648,366,-05:00,CDT
9718,Artigas International Airport,Artigas,Uruguay,ATI,SUAG,-30.400699615479,-56.507900238037,124,-03:00,-03
9719,Arugam Bay SPB,Pottuvil,Sri Lanka,AYY,,6.86,81.8238888889,0,+05:30,+0530
9720,Arxan Yi'ershi Airport,Wenquan,China,YIE,ZBES,47.3106,119.9117,891,+08:00,CST
9721,Asaba International Airport,Asaba,Nigeria,ABB,DNAS,6.204167,6.665278,92,+01:00,WAT
9722,Asaloyeh Airport,Asalu,Iran,YEH,OIBI,27.4814,52.615501,4,+04:30,+0430
9723,Asapa Airport,Asapa,Papua New Guinea,APP,,-8.97916666667,148.103611111,588,+10:00,+10
9724,Asbury Park Neptune Air Terminal,Asbury Park,United States,ARX,,40.2193055556,-74.0908333333,28,-04:00,EDT
9725,Ascención De Guarayos Airport,Ascensión,Bolivia,ASC,SLAS,-15.930299758911,-63.156700134277,245,-04:00,-04
9726,Aseki Airport,Aseki,Papua New Guinea,AEK,AYAX,-7.35080485552,146.19386673,1251,+10:00,+10
9727,Asela,Asselle,Ethiopia,ALK,,7.96667,39.1167,0,+03:00,EAT
9728,Ashburton Aerodrome,Ashburton,New Zealand,ASG,NZAS,-43.903301239014,171.79699707031,92,+12:00,NZST
9729,Ashland Municipal Sumner Parker Field,Ashland,United States,AHM,KS03,42.1902999878,-122.661003113,574,-05:00,CDT
9730,Ashley Municipal Airport,Ashley,United States,ASY,KASY,46.0238990784,-99.3526000977,619,-04:00,EDT
9731,Asirim Airport,Nangwe,Papua New Guinea,ASZ,,-6.00972222222,150.368611111,320,+10:00,+10
9732,Atatürk International Airport,Istanbul,Turkey,ISL,LTBA,40.976898,28.8146,49,+03:00,+03
9733,Atauro Airport,Atauro,Timor Leste,AUT,WPAT,-8.243133,125.606378,8,+09:00,+09
9734,Atbasar Airport,Atbasar,Kazakhstan,ATX,,51.851699829102,68.363296508789,307,+06:00,+06
9735,Ati Airport,Ati,Chad,ATV,FTTI,13.238900184631,18.313299179077,331,+01:00,WAT
9736,Atizapan De Zaragoza Airport,Mexico City,Mexico,AZP,MMJC,19.5748004913,-99.2888031006,2474,-05:00,CDT
9737,Atkamba Airport,Aran 2,Papua New Guinea,ABP,,-6.06555555556,141.095277778,45,+10:00,+10
9738,Atkinson Municipal Airport,Pittsburg,United States,PTS,KPTS,37.44435,-94.73226,286,-05:00,CDT
9739,Atlantic Municipal Airport,Atlantic,United States,AIO,KAIO,41.40729904,-95.04689789,355,-05:00,CDT
9740,Atsinanana Airport,Ilaka Atsinanana,Madagascar,ILK,FMMQ,-19.583000183105,48.803001403809,10,+03:00,EAT
9741,Atsugi Naval Air Facility,Atsugi,Japan,NJA,RJTA,35.454601287842,139.44999694824,62,+09:00,JST
9742,Attopeu Airport,Attapeu,Laos,AOU,VLAP,14.793056,107.045278,104,+07:00,+07
9743,Aua Island Airport,Aua Island,Papua New Guinea,AUI,AYND,-1.46055555556,143.064722222,1,+10:00,+10
9744,Auburn Municipal Airport,Auburn,United States,AUN,KAUN,38.95479965,-121.0820007,469,-07:00,PDT
9745,Augustus Downs Airport,Augustus Downs,Australia,AUD,YAGD,-18.514999389648,139.87800598145,14,+10:00,AEST
9746,Aumo Airport,Aumo,Papua New Guinea,AUV,AYUM,-5.73111111111,148.445277778,137,+10:00,+10
9747,Aurora Municipal Airport,Aurora,United States,AUZ,KARR,41.771900177,-88.4757003784,217,-06:00,MDT
9748,Austin Airport,Austin,United States,ASQ,KTMT,39.467998,-117.195,1746,-05:00,CDT
9749,Austin Municipal Airport,Austin,United States,AUM,KAUM,43.66500092,-92.93340302,376,-05:00,CDT
9750,Austral Downs Airport,Austral Downs,Australia,AWP,YAUS,-20.5,137.75,0,+09:30,ACST
9751,Auvergne Airport,Auvergne Station,Australia,AVG,YAUV,-15.699999809265,130,0,+09:30,ACST
9752,Auxiliary Airfield,Grand Bahama Island,Bahamas,GBI,MYGM,26.6319007874,-78.3591995239,2,-04:00,EDT
9753,Avaratra Airport,Befandriana,Madagascar,WBD,FMNF,-15.199999809265,48.483001708984,249,+03:00,EAT
9754,Avelino Vieira Airport,Arapoti,Brazil,AAG,SSYA,-24.103901,-49.789101,804,-03:00,-03
9755,Avenger Field,Sweetwater,United States,SWW,KSWW,32.467399597168,-100.46700286865,725,-04:00,EDT
9756,Avu Avu Airport,Avu Avu,Solomon Islands,AVU,AGGJ,-9.86833333333,160.410555556,7,+11:00,+11
9757,Awar Airport,Awar,Papua New Guinea,AWR,,-4.124,144.853,10,+10:00,+10
9758,Ayacucho Airport,Ayacucho,Colombia,AYC,,8.6,-73.616667,126,-05:00,-05
9759,Ayapel Airport,Ayapel,Colombia,AYA,,8.3,-75.15,36,-05:00,-05
9760,Ayawasi Airport,Aifat,Indonesia,AYW,WASA,-1.1593,132.4633,475,+09:00,WIT
9761,Ayr Airport,Ayr,Australia,AYR,YAYR,-19.584400177002,147.32899475098,12,+10:00,AEST
9762,Azaza Airport,Al Qadarif,Sudan,GSU,HSGF,14.13300037384,35.317001342773,499,+02:00,CAT
9763,Bade Airport,Bade,Indonesia,BXD,WAKE,-7.175902,139.58333,17,+09:00,WIT
9764,Baganga airport,Baganga,Philippines,BNQ,,7.61194444444,126.568888889,12,+08:00,PST
9765,Bagani Airport,Bagani,Namibia,BQI,FYBG,-18.1180992126,21.6243991852,1010,+02:00,CAT
9766,Bagdad Airport,Bagdad,United States,BGT,E51,34.5959014893,-113.169998169,1274,-05:00,CDT
9767,Baglung Airport,Baglung Bazar,Nepal,BGL,VNBL,28.212799072266,83.666297912598,1011,+05:45,+0545
9768,Bagram Air Base,Bagrami,Afghanistan,OAI,OAIX,34.9460983276,69.2649993896,1491,+04:30,+0430
9769,Bahía de los Ángeles Airport,Bahía de los Ángeles,Mexico,BHL,,28.9786,-113.560997,10,-07:00,PDT
9770,Bahía Negra Airport,Puerto Bahía Negra,Paraguay,BFA,SGBN,-20.2245998383,-58.1791992188,84,-04:00,-04
9771,Bahja Airport,Haymā’,Oman,BJQ,,19.8730555556,56.0677777778,156,+04:00,+04
9772,Bahregan Airport,Bahregān,Iran,IAQ,OI20,29.840099,50.272701,6,+04:30,+0430
9773,Baibara Airport,Baibara Island,Papua New Guinea,BAP,,-10.3432,149.6414,4,+10:00,+10
9774,Baicheng Chang'an Airport,Baicheng,China,DBC,ZYBA,45.505278,123.019722,146,+08:00,CST
9775,Baidoa Airport,Baidoa,Somalia,BIB,HCMB,3.1022200584412,43.628601074219,554,+03:00,EAT
9776,Baie-Johan-Beetz Water Aerodrome,Baie-Johan-Beetz,Canada,YBJ,,50.2838,-62.8063,0,-04:00,EDT
9777,Baindoung Airport,Sokelen,Papua New Guinea,BDZ,AYBG,-6.34722222222,146.942222222,1341,+10:00,+10
9778,Baitadi Airport,Baitadī,Nepal,BIT,VNBT,29.465299606323,80.549201965332,1280,+05:45,+0545
9779,Bajawa Soa Airport,Bajawa,Indonesia,BJW,WATB,-8.70743498008,121.057426929,1318,+08:00,WITA
9780,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.8372993469,-117.808998108,1028,-07:00,PDT
9781,Bakkafjörður Airport,Bakkafjörður,Iceland,BJD,BIBK,66.021896362305,-14.82439994812,4,+00:00,GMT
9782,Bakouma Airport,Bakouma,Central African Republic,BMF,FEGM,5.6939997673035,22.801000595093,499,+01:00,WAT
9783,Balcanoona Airport,Balcanoona,Australia,LCN,YBLC,-30.534999847412,139.33700561523,43,+09:30,ACST
9784,Baleela Airport,Baleela,Sudan,BJE,,11.1994444444,28.5230555556,515,+02:00,CAT
9785,Balesin Island Airport,Polilio,Philippines,BSI,RPBL,14.419365,122.039402,7,+08:00,PST
9786,Balgo Hill Airport,Balgo Hill,Australia,BQW,YBGO,-20.1483,127.973,438,+08:00,AWST
9787,Bali Airport,Bali,Papua New Guinea,BAJ,,-4.88333333333,149.133333333,27,+10:00,+10
9788,Bali Airport,Bali,Cameroon,BLC,FKKG,5.89527777778,10.0338888889,1360,+01:00,WAT
9789,Ballera Airport,Ballera,Australia,BBL,YLLE,-27.405633,141.809458,117,+10:00,AEST
9790,Balranald Airport,Balranald,Australia,BZD,YBRN,-34.623600006104,143.57800292969,64,+10:00,AEST
9791,Balsas Airport,Balsas,Brazil,BSS,SNBS,-7.5260300636292,-46.053298950195,283,-03:00,-03
9792,Baltrum Airport,Baltrum,Germany,BMR,EDWZ,53.724723815918,7.3733329772949,2,+02:00,CEST
9793,Balurghat Airport,Bālurghāt,India,RGH,VEBG,25.261699676514,88.795600891113,23,+05:30,IST
9794,Bamarni Airport,Bamirni,Iraq,BMN,ORBB,37.09880065918,43.2666015625,1053,+03:00,+03
9795,Bambari Airport,Bambari,Central African Republic,BBY,FEFM,5.8469400405884,20.647499084473,472,+01:00,WAT
9796,Bambu Airport,Bambu,Papua New Guinea,BCP,AYBC,-5.86361111111,146.4925,2069,+10:00,+10
9797,Bamfield Seaplane Base,Bamfield,Canada,YBF,CAE9,48.8333015442,-125.133003235,0,-07:00,PDT
9798,Bamu Airport,Bamurufto,Papua New Guinea,BMZ,AYBF,-7.8485,143.2433,15,+10:00,+10
9799,Banaina Airport,Lembekayan,Indonesia,NAF,,2.72305011749,117.125999451,18,+08:00,WITA
9800,Bandon State Airport,Bandon,United States,BDY,S05,43.08649826,-124.4079971,37,-07:00,PDT
9801,Banff Airport,Banff,Canada,YBA,CYBA,51.2073404699,-115.541861057,1396,-06:00,MDT
9802,Banfora Airport,Banfora,Burkina Faso,BNR,DFOB,10.682999610901,-4.7170000076294,299,+00:00,GMT
